filename,width,height,class,xmin,ymin,xmax,ymax
Japan_000027.jpg,600,600,D44,31,316,281,600
Japan_000027.jpg,600,600,D00,121,446,224,600
Japan_000028.jpg,600,600,D00,239,495,278,600
Japan_000028.jpg,600,600,D44,336,458,412,520
Japan_000029.jpg,600,600,D44,202,324,363,350
Japan_000030.jpg,600,600,D44,8,477,499,578
Japan_000030.jpg,600,600,D43,19,335,519,452
Japan_000031.jpg,600,600,D44,315,329,590,545
Japan_000031.jpg,600,600,D20,23,302,225,600
Japan_000032.jpg,600,600,D20,495,434,600,566
Japan_000032.jpg,600,600,D00,308,356,416,600
Japan_000033.jpg,600,600,D50,309,319,360,337
Japan_000034.jpg,600,600,D44,401,360,482,436
Japan_000034.jpg,600,600,D00,488,441,552,522
Japan_000034.jpg,600,600,D20,26,551,99,586
Japan_000035.jpg,600,600,D44,181,277,302,389
Japan_000035.jpg,600,600,D44,161,362,413,558
Japan_000035.jpg,600,600,D10,92,322,175,354
Japan_000035.jpg,600,600,D10,16,379,428,458
Japan_000036.jpg,600,600,D20,294,310,555,600
Japan_000037.jpg,600,600,D20,98,356,600,600
Japan_000037.jpg,600,600,D10,23,510,114,531
Japan_000040.jpg,600,600,D40,229,521,264,560
Japan_000041.jpg,600,600,D50,336,414,442,457
Japan_000041.jpg,600,600,D44,82,375,575,424
Japan_000041.jpg,600,600,D20,426,368,570,428
Japan_000041.jpg,600,600,D20,476,500,580,585
Japan_000042.jpg,600,600,D20,20,410,288,581
Japan_000042.jpg,600,600,D20,189,277,253,304
Japan_000043.jpg,600,600,D43,90,281,600,414
Japan_000043.jpg,600,600,D20,305,329,444,435
Japan_000043.jpg,600,600,D10,1,423,79,445
Japan_000044.jpg,600,600,D20,189,390,600,598
Japan_000044.jpg,600,600,D50,273,441,353,467
Japan_000046.jpg,600,600,D50,395,435,487,463
Japan_000046.jpg,600,600,D50,361,352,414,369
Japan_000049.jpg,600,600,D20,383,176,537,300
Japan_000049.jpg,600,600,D20,71,178,348,386
Japan_000049.jpg,600,600,D00,260,286,295,458
Japan_000049.jpg,600,600,D10,508,345,600,367
Japan_000050.jpg,600,600,D20,103,252,590,377
Japan_000050.jpg,600,600,D50,190,174,244,187
Japan_000050.jpg,600,600,D10,14,387,410,464
Japan_000050.jpg,600,600,D10,485,385,595,419
Japan_000051.jpg,600,600,D50,447,229,549,261
Japan_000051.jpg,600,600,D50,59,359,290,482
Japan_000051.jpg,600,600,D10,250,454,352,484
Japan_000051.jpg,600,600,D00,474,203,498,232
Japan_000053.jpg,600,600,D10,102,408,405,461
Japan_000053.jpg,600,600,D00,150,451,194,584
Japan_000053.jpg,600,600,D20,181,363,279,409
Japan_000053.jpg,600,600,D20,398,317,593,595
Japan_000056.jpg,600,600,D43,5,196,600,500
Japan_000058.jpg,600,600,D20,1,283,314,600
Japan_000058.jpg,600,600,D50,346,562,537,600
Japan_000059.jpg,600,600,D44,475,339,599,497
Japan_000059.jpg,600,600,D10,115,443,274,484
Japan_000059.jpg,600,600,D10,70,411,240,437
Japan_000059.jpg,600,600,D00,260,250,286,345
Japan_000062.jpg,1024,1024,D40,566,364,818,502
Japan_000063.jpg,600,600,D44,15,334,267,591
Japan_000063.jpg,600,600,D00,347,456,458,588
Japan_000064.jpg,600,600,D40,427,531,502,600
Japan_000064.jpg,600,600,D40,460,499,529,530
Japan_000064.jpg,600,600,D40,406,452,455,488
Japan_000064.jpg,600,600,D40,272,556,343,600
Japan_000064.jpg,600,600,D20,287,366,331,452
Japan_000064.jpg,600,600,D10,121,482,412,516
Japan_000064.jpg,600,600,D10,492,509,600,538
Japan_000064.jpg,600,600,D10,325,418,456,449
Japan_000064.jpg,600,600,D10,110,574,213,600
Japan_000064.jpg,600,600,D10,238,543,308,584
Japan_000065.jpg,600,600,D43,6,437,545,558
Japan_000066.jpg,600,600,D50,297,350,356,370
Japan_000066.jpg,600,600,D50,489,403,521,416
Japan_000067.jpg,600,600,D20,429,339,568,449
Japan_000067.jpg,600,600,D00,281,489,333,548
Japan_000067.jpg,600,600,D00,254,300,284,369
Japan_000067.jpg,600,600,D00,25,356,83,425
Japan_000068.jpg,600,600,D44,437,525,584,600
Japan_000068.jpg,600,600,D40,221,550,364,600
Japan_000069.jpg,600,600,D20,184,528,258,599
Japan_000069.jpg,600,600,D00,225,526,248,592
Japan_000070.jpg,600,600,D44,361,332,425,372
Japan_000070.jpg,600,600,D44,4,315,224,501
Japan_000070.jpg,600,600,D44,303,310,468,544
Japan_000070.jpg,600,600,D10,385,411,476,434
Japan_000070.jpg,600,600,D10,327,338,368,350
Japan_000071.jpg,600,600,D20,4,399,600,595
Japan_000071.jpg,600,600,D50,564,527,594,538
Japan_000072.jpg,600,600,D44,15,441,217,598
Japan_000072.jpg,600,600,D00,206,531,236,581
Japan_000072.jpg,600,600,D10,153,492,394,519
Japan_000072.jpg,600,600,D00,451,524,533,564
Japan_000073.jpg,600,600,D44,394,301,598,482
Japan_000073.jpg,600,600,D40,552,85,594,104
Japan_000074.jpg,600,600,D40,236,522,275,547
Japan_000074.jpg,600,600,D40,286,535,319,554
Japan_000074.jpg,600,600,D40,366,568,410,596
Japan_000074.jpg,600,600,D40,409,556,443,581
Japan_000074.jpg,600,600,D44,366,401,420,429
Japan_000074.jpg,600,600,D00,487,394,600,488
Japan_000074.jpg,600,600,D20,143,494,440,600
Japan_000075.jpg,600,600,D10,363,394,474,410
Japan_000076.jpg,600,600,D50,97,125,176,147
Japan_000076.jpg,600,600,D44,211,32,278,117
Japan_000076.jpg,600,600,D50,293,88,349,104
Japan_000076.jpg,600,600,D50,0,141,47,159
Japan_000076.jpg,600,600,D00,477,179,544,255
Japan_000077.jpg,600,600,D00,361,394,381,449
Japan_000077.jpg,600,600,D44,6,405,192,564
Japan_000077.jpg,600,600,D00,409,492,441,541
Japan_000077.jpg,600,600,D00,421,390,595,528
Japan_000079.jpg,600,600,D44,1,1,233,246
Japan_000079.jpg,600,600,D44,439,74,600,341
Japan_000079.jpg,600,600,D10,160,40,258,182
Japan_000079.jpg,600,600,D00,412,61,492,162
Japan_000080.jpg,600,600,D20,56,366,600,600
Japan_000081.jpg,600,600,D44,438,392,600,598
Japan_000081.jpg,600,600,D44,2,355,264,600
Japan_000081.jpg,600,600,D40,266,496,315,588
Japan_000081.jpg,600,600,D20,94,359,185,438
Japan_000081.jpg,600,600,D10,167,384,305,404
Japan_000081.jpg,600,600,D10,448,402,588,421
Japan_000082.jpg,600,600,D44,336,350,559,541
Japan_000082.jpg,600,600,D00,362,550,390,598
Japan_000085.jpg,600,600,D40,435,569,489,600
Japan_000085.jpg,600,600,D50,127,447,199,471
Japan_000085.jpg,600,600,D20,122,425,558,600
Japan_000085.jpg,600,600,D20,198,328,260,424
Japan_000086.jpg,600,600,D50,293,192,335,204
Japan_000087.jpg,1024,1024,D40,344,102,683,352
Japan_000087.jpg,1024,1024,D50,164,591,312,693
Japan_000087.jpg,1024,1024,D20,380,339,846,573
Japan_000088.jpg,600,600,D20,4,432,154,509
Japan_000088.jpg,600,600,D44,10,388,272,563
Japan_000088.jpg,600,600,D50,268,408,316,417
Japan_000089.jpg,600,600,D20,221,417,278,583
Japan_000089.jpg,600,600,D10,384,558,511,585
Japan_000090.jpg,600,600,D40,243,465,324,503
Japan_000091.jpg,600,600,D00,263,425,292,472
Japan_000092.jpg,600,600,D44,430,480,558,600
Japan_000093.jpg,600,600,D20,1,389,301,600
Japan_000095.jpg,600,600,D44,319,407,470,563
Japan_000095.jpg,600,600,D00,335,444,400,527
Japan_000096.jpg,600,600,D44,417,426,536,487
Japan_000096.jpg,600,600,D44,355,458,407,557
Japan_000097.jpg,600,600,D20,216,433,290,585
Japan_000097.jpg,600,600,D10,312,483,473,514
Japan_000097.jpg,600,600,D10,459,483,557,505
Japan_000098.jpg,600,600,D44,303,490,378,596
Japan_000098.jpg,600,600,D50,518,429,544,439
Japan_000098.jpg,600,600,D50,197,421,217,429
Japan_000098.jpg,600,600,D50,192,396,215,402
Japan_000098.jpg,600,600,D10,272,422,423,442
Japan_000099.jpg,600,600,D44,380,328,600,502
Japan_000099.jpg,600,600,D50,87,304,159,339
Japan_000099.jpg,600,600,D10,256,368,330,383
Japan_000099.jpg,600,600,D10,65,398,150,409
Japan_000099.jpg,600,600,D00,267,402,288,454
Japan_000100.jpg,600,600,D00,328,264,363,309
Japan_000100.jpg,600,600,D44,37,437,274,598
Japan_000100.jpg,600,600,D00,3,309,129,422
Japan_000100.jpg,600,600,D10,387,342,590,580
Japan_000101.jpg,600,600,D44,313,336,396,445
Japan_000101.jpg,600,600,D10,336,557,425,574
Japan_000101.jpg,600,600,D10,315,492,391,511
Japan_000101.jpg,600,600,D10,493,524,597,553
Japan_000103.jpg,600,600,D50,216,381,306,410
Japan_000103.jpg,600,600,D00,428,392,508,476
Japan_000104.jpg,600,600,D00,130,416,219,592
Japan_000105.jpg,600,600,D50,292,421,373,447
Japan_000105.jpg,600,600,D10,466,450,540,479
Japan_000105.jpg,600,600,D00,177,449,222,570
Japan_000105.jpg,600,600,D00,128,546,161,599
Japan_000106.jpg,600,600,D44,373,446,452,524
Japan_000108.jpg,600,600,D20,393,306,562,430
Japan_000110.jpg,600,600,D44,24,298,288,590
Japan_000110.jpg,600,600,D20,119,343,298,600
Japan_000110.jpg,600,600,D20,313,311,417,431
Japan_000111.jpg,600,600,D44,3,388,137,493
Japan_000111.jpg,600,600,D20,53,417,464,600
Japan_000112.jpg,600,600,D44,196,469,334,592
Japan_000113.jpg,600,600,D00,334,495,425,569
Japan_000113.jpg,600,600,D00,192,550,227,588
Japan_000114.jpg,600,600,D50,444,388,509,409
Japan_000114.jpg,600,600,D10,45,437,205,458
Japan_000114.jpg,600,600,D10,159,423,335,451
Japan_000114.jpg,600,600,D10,5,478,88,533
Japan_000117.jpg,600,600,D40,294,471,361,521
Japan_000117.jpg,600,600,D40,305,521,358,546
Japan_000117.jpg,600,600,D20,371,359,600,600
Japan_000118.jpg,600,600,D44,327,425,502,584
Japan_000119.jpg,600,600,D20,41,34,600,376
Japan_000119.jpg,600,600,D50,36,46,133,73
Japan_000120.jpg,600,600,D44,364,397,570,581
Japan_000121.jpg,600,600,D50,130,530,231,552
Japan_000122.jpg,600,600,D20,85,419,305,600
Japan_000122.jpg,600,600,D50,256,319,302,340
Japan_000122.jpg,600,600,D50,356,345,385,356
Japan_000122.jpg,600,600,D20,297,322,327,409
Japan_000123.jpg,600,600,D44,258,435,506,541
Japan_000123.jpg,600,600,D44,282,312,323,369
Japan_000126.jpg,600,600,D44,26,471,198,598
Japan_000126.jpg,600,600,D00,177,517,238,592
Japan_000127.jpg,600,600,D44,26,321,187,596
Japan_000127.jpg,600,600,D10,225,473,379,499
Japan_000128.jpg,600,600,D20,154,351,367,498
Japan_000129.jpg,1024,1024,D40,632,162,830,346
Japan_000130.jpg,600,600,D00,214,504,376,596
Japan_000130.jpg,600,600,D00,258,568,305,597
Japan_000131.jpg,600,600,D10,33,356,246,391
Japan_000133.jpg,600,600,D44,328,390,542,547
Japan_000133.jpg,600,600,D50,66,431,128,440
Japan_000135.jpg,600,600,D44,283,276,335,600
Japan_000135.jpg,600,600,D00,261,401,291,463
Japan_000135.jpg,600,600,D00,256,541,287,600
Japan_000136.jpg,600,600,D20,129,327,598,566
Japan_000136.jpg,600,600,D43,138,390,598,595
Japan_000136.jpg,600,600,D43,150,280,367,331
Japan_000137.jpg,600,600,D20,14,343,218,468
Japan_000137.jpg,600,600,D10,456,397,555,418
Japan_000137.jpg,600,600,D10,573,405,600,419
Japan_000137.jpg,600,600,D10,525,425,600,440
Japan_000138.jpg,600,600,D44,258,343,584,600
Japan_000138.jpg,600,600,D50,504,463,568,481
Japan_000140.jpg,600,600,D20,326,316,425,398
Japan_000142.jpg,600,600,D50,489,388,562,409
Japan_000142.jpg,600,600,D50,385,424,478,457
Japan_000143.jpg,600,600,D43,369,552,600,598
Japan_000144.jpg,600,600,D20,238,388,423,576
Japan_000144.jpg,600,600,D10,5,359,172,381
Japan_000144.jpg,600,600,D10,162,391,332,417
Japan_000145.jpg,600,600,D00,292,445,488,564
Japan_000145.jpg,600,600,D00,199,528,248,585
Japan_000146.jpg,600,600,D10,6,519,303,597
Japan_000146.jpg,600,600,D00,432,440,472,576
Japan_000150.jpg,600,600,D44,361,333,600,549
Japan_000150.jpg,600,600,D00,253,311,277,354
Japan_000151.jpg,600,600,D20,58,431,342,600
Japan_000152.jpg,600,600,D00,481,436,575,584
Japan_000152.jpg,600,600,D50,236,304,310,327
Japan_000153.jpg,600,600,D44,311,352,468,598
Japan_000153.jpg,600,600,D20,54,376,235,600
Japan_000153.jpg,600,600,D10,310,458,397,473
Japan_000153.jpg,600,600,D10,393,454,510,476
Japan_000153.jpg,600,600,D10,360,420,510,447
Japan_000153.jpg,600,600,D10,515,434,587,453
Japan_000154.jpg,600,600,D10,427,286,600,335
Japan_000154.jpg,600,600,D10,447,348,536,380
Japan_000154.jpg,600,600,D10,156,299,223,323
Japan_000155.jpg,600,600,D44,429,246,600,424
Japan_000155.jpg,600,600,D20,439,345,600,489
Japan_000155.jpg,600,600,D20,120,254,302,435
Japan_000158.jpg,600,600,D44,284,382,302,485
Japan_000158.jpg,600,600,D20,82,375,520,600
Japan_000160.jpg,600,600,D50,133,384,200,416
Japan_000160.jpg,600,600,D50,126,437,173,457
Japan_000160.jpg,600,600,D50,248,555,396,592
Japan_000160.jpg,600,600,D44,342,330,582,501
Japan_000160.jpg,600,600,D44,88,288,212,384
Japan_000160.jpg,600,600,D44,1,402,109,526
Japan_000162.jpg,600,600,D44,229,316,269,596
Japan_000164.jpg,600,600,D20,354,433,394,487
Japan_000164.jpg,600,600,D00,410,454,427,476
Japan_000165.jpg,600,600,D40,478,447,600,539
Japan_000165.jpg,600,600,D40,438,517,483,548
Japan_000165.jpg,600,600,D40,450,382,504,419
Japan_000165.jpg,600,600,D20,9,434,164,582
Japan_000166.jpg,600,600,D40,452,427,475,446
Japan_000166.jpg,600,600,D50,371,419,446,443
Japan_000166.jpg,600,600,D50,238,436,265,450
Japan_000166.jpg,600,600,D20,414,398,600,600
Japan_000166.jpg,600,600,D00,352,448,374,510
Japan_000168.jpg,600,600,D20,351,425,465,595
Japan_000168.jpg,600,600,D44,166,363,483,407
Japan_000168.jpg,600,600,D20,213,304,478,376
Japan_000169.jpg,600,600,D20,190,379,389,472
Japan_000170.jpg,600,600,D20,86,440,300,600
Japan_000170.jpg,600,600,D20,432,431,600,575
Japan_000171.jpg,600,600,D44,494,186,598,343
Japan_000171.jpg,600,600,D10,276,316,600,365
Japan_000172.jpg,600,600,D40,420,409,474,437
Japan_000172.jpg,600,600,D50,174,423,228,445
Japan_000172.jpg,600,600,D50,205,562,323,600
Japan_000175.jpg,600,600,D44,420,421,600,543
Japan_000176.jpg,600,600,D20,363,351,583,480
Japan_000176.jpg,600,600,D20,251,292,351,377
Japan_000176.jpg,600,600,D50,221,290,281,307
Japan_000177.jpg,600,600,D43,193,442,600,514
Japan_000179.jpg,600,600,D20,350,492,436,580
Japan_000179.jpg,600,600,D20,5,568,228,600
Japan_000180.jpg,600,600,D43,4,480,600,600
Japan_000180.jpg,600,600,D50,512,489,549,502
Japan_000182.jpg,600,600,D50,378,352,441,368
Japan_000182.jpg,600,600,D00,138,385,168,495
Japan_000184.jpg,600,600,D40,304,405,345,439
Japan_000184.jpg,600,600,D40,479,520,520,565
Japan_000184.jpg,600,600,D20,1,376,600,600
Japan_000184.jpg,600,600,D50,386,471,479,512
Japan_000186.jpg,600,600,D50,456,319,502,330
Japan_000186.jpg,600,600,D10,387,445,523,466
Japan_000186.jpg,600,600,D20,13,514,138,564
Japan_000187.jpg,600,600,D40,340,414,367,427
Japan_000187.jpg,600,600,D40,196,395,219,413
Japan_000187.jpg,600,600,D40,446,373,490,392
Japan_000188.jpg,600,600,D20,129,373,593,600
Japan_000189.jpg,600,600,D40,97,505,133,539
Japan_000189.jpg,600,600,D44,345,347,418,426
Japan_000189.jpg,600,600,D10,68,427,247,458
Japan_000189.jpg,600,600,D00,274,371,306,560
Japan_000189.jpg,600,600,D00,401,359,490,427
Japan_000189.jpg,600,600,D00,524,462,600,518
Japan_000189.jpg,600,600,D10,538,429,600,441
Japan_000189.jpg,600,600,D10,3,482,99,502
Japan_000189.jpg,600,600,D10,7,536,89,557
Japan_000190.jpg,600,600,D20,4,385,600,600
Japan_000192.jpg,600,600,D44,397,323,468,409
Japan_000192.jpg,600,600,D20,126,325,592,579
Japan_000193.jpg,600,600,D10,122,378,453,427
Japan_000193.jpg,600,600,D20,184,283,262,369
Japan_000194.jpg,600,600,D00,234,414,254,446
Japan_000196.jpg,600,600,D20,38,441,151,576
Japan_000196.jpg,600,600,D20,221,526,323,600
Japan_000197.jpg,600,600,D44,224,333,520,600
Japan_000197.jpg,600,600,D20,8,345,374,600
Japan_000198.jpg,600,600,D50,250,396,343,428
Japan_000198.jpg,600,600,D50,113,335,170,356
Japan_000198.jpg,600,600,D00,427,432,478,477
Japan_000200.jpg,600,600,D00,235,360,359,556
Japan_000201.jpg,600,600,D20,87,331,539,469
Japan_000202.jpg,600,600,D44,234,348,428,596
Japan_000203.jpg,600,600,D44,461,430,596,591
Japan_000203.jpg,600,600,D00,357,499,405,599
Japan_000203.jpg,600,600,D44,319,284,355,321
Japan_000203.jpg,600,600,D10,1,486,195,535
Japan_000203.jpg,600,600,D00,297,359,354,441
Japan_000203.jpg,600,600,D10,326,485,520,530
Japan_000203.jpg,600,600,D10,205,485,321,521
Japan_000204.jpg,600,600,D20,24,285,600,585
Japan_000204.jpg,600,600,D44,411,417,568,586
Japan_000205.jpg,600,600,D50,172,320,247,333
Japan_000205.jpg,600,600,D00,200,349,224,393
Japan_000207.jpg,600,600,D20,147,438,222,472
Japan_000207.jpg,600,600,D44,309,439,435,600
Japan_000207.jpg,600,600,D50,131,423,178,438
Japan_000207.jpg,600,600,D50,105,474,147,487
Japan_000207.jpg,600,600,D20,348,525,448,600
Japan_000207.jpg,600,600,D00,257,401,274,428
Japan_000208.jpg,600,600,D00,434,450,600,600
Japan_000208.jpg,600,600,D00,231,375,290,597
Japan_000208.jpg,600,600,D20,334,312,431,427
Japan_000209.jpg,600,600,D43,66,428,600,590
Japan_000209.jpg,600,600,D50,560,442,600,453
Japan_000209.jpg,600,600,D50,535,423,564,432
Japan_000210.jpg,600,600,D50,252,367,325,386
Japan_000210.jpg,600,600,D50,312,294,353,303
Japan_000211.jpg,600,600,D20,254,379,411,594
Japan_000211.jpg,600,600,D00,84,457,102,520
Japan_000211.jpg,600,600,D10,18,481,94,499
Japan_000211.jpg,600,600,D10,114,469,305,501
Japan_000211.jpg,600,600,D00,107,359,125,414
Japan_000212.jpg,600,600,D10,70,344,173,368
Japan_000213.jpg,600,600,D44,1,388,197,600
Japan_000213.jpg,600,600,D10,115,438,221,456
Japan_000215.jpg,600,600,D20,12,407,199,596
Japan_000215.jpg,600,600,D10,172,480,344,512
Japan_000215.jpg,600,600,D10,194,363,285,375
Japan_000216.jpg,600,600,D00,248,361,314,545
Japan_000217.jpg,600,600,D43,95,431,600,535
Japan_000217.jpg,600,600,D50,249,421,294,431
Japan_000217.jpg,600,600,D50,353,445,430,464
Japan_000218.jpg,600,600,D43,14,394,594,597
Japan_000219.jpg,600,600,D44,335,283,586,583
Japan_000219.jpg,600,600,D20,1,363,206,600
Japan_000220.jpg,600,600,D00,326,411,463,595
Japan_000221.jpg,600,600,D00,330,486,352,523
Japan_000224.jpg,600,600,D44,269,394,558,595
Japan_000224.jpg,600,600,D50,285,477,363,504
Japan_000224.jpg,600,600,D20,264,404,368,473
Japan_000225.jpg,600,600,D50,454,349,518,374
Japan_000225.jpg,600,600,D50,173,290,229,305
Japan_000225.jpg,600,600,D10,379,348,461,365
Japan_000228.jpg,600,600,D20,11,391,566,593
Japan_000231.jpg,600,600,D20,76,365,568,600
Japan_000233.jpg,600,600,D44,425,85,598,355
Japan_000233.jpg,600,600,D00,1,216,75,349
Japan_000233.jpg,600,600,D10,15,388,190,429
Japan_000234.jpg,600,600,D00,215,504,255,584
Japan_000234.jpg,600,600,D00,526,541,559,584
Japan_000235.jpg,600,600,D50,405,392,507,420
Japan_000235.jpg,600,600,D50,462,354,533,370
Japan_000235.jpg,600,600,D50,313,370,390,386
Japan_000235.jpg,600,600,D10,456,561,565,591
Japan_000235.jpg,600,600,D00,379,433,504,479
Japan_000235.jpg,600,600,D50,390,340,432,353
Japan_000237.jpg,600,600,D20,155,389,599,490
Japan_000237.jpg,600,600,D00,1,398,49,428
Japan_000238.jpg,600,600,D00,259,445,390,566
Japan_000240.jpg,600,600,D44,1,231,199,476
Japan_000240.jpg,600,600,D44,287,243,579,468
Japan_000240.jpg,600,600,D44,274,236,477,409
Japan_000240.jpg,600,600,D10,248,354,372,375
Japan_000240.jpg,600,600,D20,5,328,183,498
Japan_000240.jpg,600,600,D10,3,548,187,594
Japan_000240.jpg,600,600,D00,170,462,217,568
Japan_000240.jpg,600,600,D00,230,286,246,319
Japan_000242.jpg,600,600,D20,19,443,346,560
Japan_000243.jpg,600,600,D50,62,447,136,461
Japan_000243.jpg,600,600,D00,415,446,587,541
Japan_000244.jpg,600,600,D44,1,385,253,518
Japan_000244.jpg,600,600,D44,380,472,520,526
Japan_000244.jpg,600,600,D44,409,407,455,434
Japan_000244.jpg,600,600,D44,330,377,379,397
Japan_000244.jpg,600,600,D44,299,398,371,415
Japan_000244.jpg,600,600,D44,196,459,299,514
Japan_000244.jpg,600,600,D44,140,484,189,511
Japan_000244.jpg,600,600,D44,125,526,272,589
Japan_000245.jpg,600,600,D20,18,430,185,595
Japan_000245.jpg,600,600,D20,344,474,483,560
Japan_000246.jpg,600,600,D00,267,427,308,583
Japan_000246.jpg,600,600,D00,2,502,76,594
Japan_000246.jpg,600,600,D10,30,466,110,493
Japan_000246.jpg,600,600,D10,74,418,372,445
Japan_000246.jpg,600,600,D00,157,392,196,420
Japan_000247.jpg,600,600,D44,10,549,600,600
Japan_000251.jpg,600,600,D20,279,335,485,515
Japan_000251.jpg,600,600,D50,473,337,508,347
Japan_000251.jpg,600,600,D10,161,426,257,440
Japan_000251.jpg,600,600,D10,118,515,225,531
Japan_000251.jpg,600,600,D50,371,313,401,321
Japan_000252.jpg,600,600,D44,1,341,215,526
Japan_000252.jpg,600,600,D00,303,372,387,589
Japan_000252.jpg,600,600,D20,129,414,167,441
Japan_000253.jpg,600,600,D00,465,427,497,513
Japan_000253.jpg,600,600,D50,312,363,353,377
Japan_000254.jpg,600,600,D40,180,412,238,432
Japan_000254.jpg,600,600,D40,212,387,238,408
Japan_000254.jpg,600,600,D20,70,435,537,600
Japan_000256.jpg,600,600,D44,298,376,418,496
Japan_000256.jpg,600,600,D44,1,317,124,507
Japan_000256.jpg,600,600,D20,265,456,357,600
Japan_000257.jpg,600,600,D44,338,300,600,518
Japan_000257.jpg,600,600,D20,64,339,428,590
Japan_000258.jpg,600,600,D00,311,503,362,579
Japan_000259.jpg,600,600,D20,1,338,238,599
Japan_000259.jpg,600,600,D50,242,359,280,369
Japan_000260.jpg,600,600,D20,342,339,600,594
Japan_000261.jpg,600,600,D44,393,440,431,477
Japan_000262.jpg,600,600,D43,338,349,444,389
Japan_000263.jpg,600,600,D20,119,390,217,486
Japan_000263.jpg,600,600,D00,272,345,296,392
Japan_000264.jpg,600,600,D20,156,412,274,523
Japan_000265.jpg,600,600,D20,75,243,413,588
Japan_000266.jpg,600,600,D44,78,350,326,404
Japan_000266.jpg,600,600,D00,453,463,575,556
Japan_000267.jpg,600,600,D44,312,346,443,485
Japan_000267.jpg,600,600,D20,307,404,391,497
Japan_000267.jpg,600,600,D20,81,400,225,544
Japan_000268.jpg,600,600,D44,354,390,443,543
Japan_000269.jpg,600,600,D00,354,76,447,191
Japan_000269.jpg,600,600,D20,140,106,494,365
Japan_000269.jpg,600,600,D20,358,90,451,184
Japan_000269.jpg,600,600,D10,72,352,307,423
Japan_000269.jpg,600,600,D10,258,265,574,326
Japan_000269.jpg,600,600,D10,22,213,198,245
Japan_000270.jpg,600,600,D20,100,337,426,592
